SkripsiAbstrak,SkripsiAuthor,SkripsiTitle,SkripsiURI,SkripsibyDate,SkripsibyKeyword
,"Tri Kusuma Handayani,Victor Amrizal",Pembuatan animasi 3D organ reproduksi manusia untuk meningkatkan pemahaman remaja dalam penyuluhan kesehatan reproduksi remaja,"/dspace/browse?type=author&value=Tri+Kusuma+Handayani,/dspace/browse?type=author&value=Victor+Amrizal,http://repository.uinjkt.ac.id/dspace/handle/123456789/5196,/dspace/handle/123456789/160",0112-01-10919;1668 TI s,"UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011"
"iv, 166 hal.; 22 cm.","Shinta Mardhotillah,Victor Amrizal",Analisis dan perancangan knowledge management system berbasis web dan wap (studi kasus: SMAN 4 Tangerang),"/dspace/browse?type=author&value=Shinta+Mardhotillah,/dspace/browse?type=author&value=Victor+Amrizal,http://repository.uinjkt.ac.id/dspace/handle/123456789/5130,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","wap, knowledge management, incremental model"
"ii, 161 hal.; 28 cm.","Hasan Suroko,Viva Arifin",Metode BPR (business process reengineering) dalam membangun aplikasi curriculum vitae dosen berdasarkan template sertifikasi pendidik,"/dspace/browse?type=author&value=Hasan+Suroko,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/5178,/dspace/handle/123456789/160",Fakultas Sains Dan Teknologi Uin Syarif Hidayatullah Jakarta,"Curriculum Vitae, Template, Business Process Reengineering,
Rapid Application Development, dan Unified Modelling Language."
"iv, 94 hal.; 28 cm.","Wahyu Tri Pamungkas,Viva Arifin",Pengembangan infrastruktur jaringan clint-server Kelurahan Bintaro,"/dspace/browse?type=author&value=Wahyu+Tri+Pamungkas,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/5201,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","active directory, join domain dan network development"
"Perkembangan teknologi komputer dapat dimanfaatkan dalam dunia pendidikan. Pemanfaatan komputer sebagai media pembelajaran dalam dunia pendidikan sudah mulai digunakan di sekolah-sekolah, termasuk di SMPN 157 Jakarta Timur. Sebagaimana seorang pengajar di suatu sekolah, teknologi komputer juga dapat digunakan sebagai media dalam proses belajar mengajar. Dalam pembuatan skripsi ini penelitian menggunakan metode pengumpulan data yang meliputi studi pustaka, sampai dengan observasi. Serta metode-metode pengembangan multimedia yang terdiri atas enam tahap, yaitu konsep, perancangan, pengumpulan bahan, pembuatan, pengujian, dan distribusi. Dengan menggunakan software Adobe flash CS6, Adobe photoshop CS6, AdobeAfter Effects CS6, dan Ulead Video Studio 11. Output yang dihasilkan berupa aplikasi pembelajaran multimedia interaktif dalam bentuk CD (Compact Disc) dengan kapasitas 462 MB dan resolusi layar 1024x768 pixel dimana di dalamnya menampilkan visualisasi matahari sebagai bintang, aplikasi ini cukup userfriendly. Dapat disimpulkan bahwa aplikasi Multimedia ini bermanfaat untuk bidang pendidikan khususnya dalam mempelajari ilmu pengetahuan Tata Surya yaitu Matahari. Pengembangan Aplikasi ini belum sempurna dan masih memiliki keterbatasan. Penulis berharap kekurangan yang ada selanjutnya dapat dikembangkan agar objek dua dimensi yang ditampilkan saat ini menjadi tiga dimensi atau teknologi yang lebih baik agar tekstur atau output lebih menarik dan modern.","Delana Gita Pertiwi,Khodijah Hulliyah,Arini",Rancang bangun aplikasi pembelajaran tata surya berbasis multimedia di kelas IX SMPN 157 Jakarta Timur: studi kasus matahari dan bintang,"/dspace/browse?type=author&value=Delana+Gita+Pertiwi,/dspace/browse?type=author&value=Khodijah+Hulliyah,/dspace/browse?type=author&value=Arini,http://repository.uinjkt.ac.id/dspace/handle/123456789/27393,/dspace/handle/123456789/160",30-Jul-2015,visualisasi;multimedia;matahari sebagai bintang
"i, 104 hal.; 22 cm.","Rijal Hidayat,Herlino Nanang",Penerapan metode network application profiling pada email (studi kasus pada PT. Prawedanet Aliansi Teknologi),"/dspace/browse?type=author&value=Rijal+Hidayat,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/5045,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","ca netqos superagent, ca netqos netvoyant, email, network application profiling, wireshark"
,"Budi Kurniawan,Khodijah Hulliyah",Aplikasi sistem pakar berbasis web untuk diagnosa penyakit gigi dan mulut,"/dspace/browse?type=author&value=Budi+Kurniawan,/dspace/browse?type=author&value=Khodijah+Hulliyah,http://repository.uinjkt.ac.id/dspace/handle/123456789/5046,/dspace/handle/123456789/160",0111-11-10252;1534 TI s,"UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011"
"v, 82 hal.; 28 cm","Makhsus Fadly,Khodijah Hulliyah",Penerapan sistem barcode dalam proses peminjaman buku pada Taman Bacaan Aneka D Pamulang,"/dspace/browse?type=author&value=Makhsus+Fadly,/dspace/browse?type=author&value=Khodijah+Hulliyah,http://repository.uinjkt.ac.id/dspace/handle/123456789/5026,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","flowchart, barcode, aplikasi sistem peminjaman, dfd"
,"Ahmad Bahtiar,Khodijah Hulliyah",Rancang bangun aplikasi nilai siswa akademik sekolah berbasis web (studi kasus SMA Asshiddiqiyah II Tangerang),"/dspace/browse?type=author&value=Ahmad+Bahtiar,/dspace/browse?type=author&value=Khodijah+Hulliyah,http://repository.uinjkt.ac.id/dspace/handle/123456789/5136,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","rapid application development, akademik, web server, personal home page"
"xvi, 129 hal.; ilus.; 28 cm","Saikhul Anam,Yusuf Durachman","Pengembangan aplikasi sistem informasi akademik pada modul kalender akademik, penjadwalan kuliah, dan penjadwalan ujian berbasis WEB pada STMIK Islam Internasional Jakarta","/dspace/browse?type=author&value=Saikhul+Anam,/dspace/browse?type=author&value=Yusuf+Durachman,http://repository.uinjkt.ac.id/dspace/handle/123456789/4530,/dspace/handle/123456789/160","UIN Syrif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011",1. SISTEM INFORMASI AKADEMIK; 2. WEB
"xvi, 85 hal.; 28 cm.","Aslamah,Husni Teja Sukamana",Perancangan E-Shop penjualan studi kasus Toko Radal Smart,"/dspace/browse?type=author&value=Aslamah,/dspace/browse?type=author&value=Husni+Teja+Sukamana,http://repository.uinjkt.ac.id/dspace/handle/123456789/5488,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","system development life cycle (sdlc), php, mysql, e-shop"
"i, 94 hal.; 28 cm.","Adian Tri Basuki,Viva Arifin",Perancangan aplikasi sistem informasi cuti karyawan berbasis web pada PT Integrasi Tri Tama Cendekia,"/dspace/browse?type=author&value=Adian+Tri+Basuki,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/5414,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","PHP, MySQL, cuti online, PT Integrasi Tri Tama Cendekia, web"
,"Haryo Kusuma Pratama,Viva Arifin,Khodijah Hulliyah",Analisis pernbandingan pengenalan tanda tangan dengan menggunakan metode perceptron dan backpropagation,"/dspace/browse?type=author&value=Haryo+Kusuma+Pratama,/dspace/browse?type=author&value=Viva+Arifin,/dspace/browse?type=author&value=Khodijah+Hulliyah,http://repository.uinjkt.ac.id/dspace/handle/123456789/4817,/dspace/handle/123456789/160",0111-09-9197;1406 TI s,"UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011"
"i, 94 hal.; 22 cm.","Lidia Putri,Arini",Implementasi intrusion detection system (IDS) menggunakan snort pada jaringan wireless (studi kasus: SMK Triguna Ciputat),"/dspace/browse?type=author&value=Lidia+Putri,/dspace/browse?type=author&value=Arini,http://repository.uinjkt.ac.id/dspace/handle/123456789/5479,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","wireless, IDS, intrusion detection system"
i. 117 hal.; 22 cm.,"Muhamad Mawahib,Khodijah Hulliyah",Perancangan sistem pelaporan nilai Ujian Sekolah Bersantandar Nasional Pendidikan Agama Islam (USBN PAI) berbasis web : studi kasus Direktorat Pendidikan Agama Islam pada sekolah Direktorat Jendral Pendidikan Islam Kementerian Agama RI,"/dspace/browse?type=author&value=Muhamad+Mawahib,/dspace/browse?type=author&value=Khodijah+Hulliyah,http://repository.uinjkt.ac.id/dspace/handle/123456789/4804,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","Ujian Sekolah Berstandar Nasional (USBN), web based application, system development life cycle (sdlc), waterfall"
"vi, 98 hal.; 22 cm.","Thoyyibah T.,Fitri Mintarsih",Aplikasi network monitoring berbasis SMS (studi kasus Layanan Kesehatan Cuma-cuma),"/dspace/browse?type=author&value=Thoyyibah+T.,/dspace/browse?type=author&value=Fitri+Mintarsih,http://repository.uinjkt.ac.id/dspace/handle/123456789/4791,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","network monitoring, sms"
,"Deni Lastiawan,Khodijah Hulliyah",Perancangan sistem monitoring jaringan berbasis web menggunakan framewrk codeinigter pada dinas informasi dan komunikasi (infokom) kota Tangerang,"/dspace/browse?type=author&value=Deni+Lastiawan,/dspace/browse?type=author&value=Khodijah+Hulliyah,http://repository.uinjkt.ac.id/dspace/handle/123456789/5408,/dspace/handle/123456789/160",0111-12-10826;1610 TI s,"UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011"
"xxxv, 184 hal.;28 cm.","Hadi Rahman,Victor Amrizal",Implentasi hotspots audhentication dengan menggunakan radius server dan protokol EAP-TTLS: studi kasus Sekolah Islam Fitrah al Fikri Depok Jawa Barat,"/dspace/browse?type=author&value=Hadi+Rahman,/dspace/browse?type=author&value=Victor+Amrizal,http://repository.uinjkt.ac.id/dspace/handle/123456789/5397,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","Extensible Authentication Protocol (EAP), Tunneled Transport Layer Security
(TTLS), Microsoft Challenge Handshake Authentication Protocol version 2 (MSCHAPv2),
Protokol Otentikasi, Jaringan Wireless."
"iv, 93 hal.; 22 cm.","Andri Dwi Utomo,Victor Amrizal",Implementasi load balancing dua isp menggunakan mikrotik (studi kasus: laboratorium komputer SMPGRI Bekasi),"/dspace/browse?type=author&value=Andri+Dwi+Utomo,/dspace/browse?type=author&value=Victor+Amrizal,http://repository.uinjkt.ac.id/dspace/handle/123456789/4886,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","Koneksi internet ganda, Nth load balancing, Mikrotik."
"ii, 166 hal.; 28 cm.","Sufyan Sidqy,Fitri Mintarsih","Penggunaan framework zk pada pembuatan aplikasi web penilaian siswa (studi kasus: SMA Manba'ul, Batu Ceper-Tangerang)","/dspace/browse?type=author&value=Sufyan+Sidqy,/dspace/browse?type=author&value=Fitri+Mintarsih,http://repository.uinjkt.ac.id/dspace/handle/123456789/5418,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","ZK, hibernate, aplikasi web, akademik, rational unified process"
"xvi, 79 hal.; ilus.; 28 cm","Puputro Sanzoyo Utomo,Amir Dahlan",Analisis kinerja VPN berbasis mikrotik pada proses kompresi-dekompresi dan enkripsi-dekripsi di bandingkan VPN berbasis open source,"/dspace/browse?type=author&value=Puputro+Sanzoyo+Utomo,/dspace/browse?type=author&value=Amir+Dahlan,http://repository.uinjkt.ac.id/dspace/handle/123456789/5390,/dspace/handle/123456789/160",Fakultas Sains Dan Teknologi Uin Syarif Hidayatullah Jakarta,"VPN, OpenVPN, Jaringan Pribadi"
"i, 179 hal.; 28 cm.","Gunawan,Viva Arifin",Analisis ujian mata pelajaran Teknologi Informasi dan Komunikasi berbaisis multimedia (studi kasus di SMA al-Azhar BSD Serpong),"/dspace/browse?type=author&value=Gunawan,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/5236,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","IMSDD, SMA Al-Azhar, ujian, teknologi informasi dan komunikasi, multimedia"
"viii, 100 hal.; 28 cm.","Heru Tri Hariyanto,Fitri Mintarsih",Analisis dan perancangan aplikasi insurance Purchase Order : studi kasus PT Asuransi Umum Bumiputera Muda 1967 Cabang Roxy,"/dspace/browse?type=author&value=Heru+Tri+Hariyanto,/dspace/browse?type=author&value=Fitri+Mintarsih,http://repository.uinjkt.ac.id/dspace/handle/123456789/19483,/dspace/handle/123456789/160","Jakarta: Fakultas Sains dan Teknologi, UIN Syarif Hidayatullah 2010","tools, user, user friendly, database, browser."
,"Firmansyah Putra,Viva Arifin",Perancangan sistem pakar identifikasi penyakit paru-paru menggunakan metode forward chaining,"/dspace/browse?type=author&value=Firmansyah+Putra,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/397,/dspace/handle/123456789/160",0111-11-10518;1594 TI s,"Fakultas Sains Dan Teknologi UIN Syarif Hidayatullah Jakarta, 2011"
"ii, 183 hal.; 28 cm.","Zulkifli,Andrew Fiade",Rncang bangun sistem informasi laporan keuangan pada Bank Perkreditan Rakyat (studi kasus:PT. Sentra Modal Harmoni),"/dspace/browse?type=author&value=Zulkifli,/dspace/browse?type=author&value=Andrew+Fiade,http://repository.uinjkt.ac.id/dspace/handle/123456789/5204,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","RAD, BPR, DFD dan ERD, sistem informasi, laporan keuangan, Bank Perkreditan Rakyat"
"i, 143 hal.; 22 cm.","Hamimah,Herlino Nanang",Pengembangan sistem jaringan menjadi Vlan dalam bentuk simulasi,"/dspace/browse?type=author&value=Hamimah,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/4853,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","Vlan, Jaringan,Traffic,Switch,NDLC,Monitoring Network"
,"Dewi Aisyah Rahayuningsih,Yusuf Durrachman",Lecturing scheduling system informatic engineering major islamic University Syarif Hidayatullah Jakarta Using Genetic Algorithm,"/dspace/browse?type=author&value=Dewi+Aisyah+Rahayuningsih,/dspace/browse?type=author&value=Yusuf+Durrachman,http://repository.uinjkt.ac.id/dspace/handle/123456789/21521,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","Genetic Algorithms, Class Scheduling."
"xviii, 59 hal.; 28 cm.","Tanto Subagyo,Yasni Djamain",Pembuatan kios informasi pelayanan pasien instalasi radioterapi di Rumah Sakit Kanker Dharmais berbasis Multimedia,"/dspace/browse?type=author&value=Tanto+Subagyo,/dspace/browse?type=author&value=Yasni+Djamain,http://repository.uinjkt.ac.id/dspace/handle/123456789/21383,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","kios informasi, multimedia, RAD"
"ii, 102 hal.; 28 cm.","DA. Taufik Istiqlal,Herlino Nanang",Perancangan aplikasi administrasi penilaian pada MAN 6 Jakarta,"/dspace/browse?type=author&value=DA.+Taufik+Istiqlal,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/5265,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains dan Teknologi UIN Syarif Hidayatullah, 2011","perancangan, metode berorientasi objek, UML, borland delphi 7.0, MySQL, sistem informasi, penilaian"
ii: 88 hal.; 24 cm.,"Aditya Prasetio,Imam M. Shofi",Pengembangan aplikasi Content management system untuk Mobile Learning bagi hasil pengajar berbasis Java,"/dspace/browse?type=author&value=Aditya+Prasetio,/dspace/browse?type=author&value=Imam+M.+Shofi,http://repository.uinjkt.ac.id/dspace/handle/123456789/21572,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","Mobile learning, Content Management System, web dinamis, RAD"
i: 133 hal.; 24 cm.,"Nanang Khaerul Anwar,Herlino Nanang",Analisis dan perancangan manajemen jaringan dengan menggunakan mikrotik routerOS tm (study kasus: Badan Norkotika Nasional),"/dspace/browse?type=author&value=Nanang+Khaerul+Anwar,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/21568,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","Mikroti k RouterOS, Manajemen Jaringan, NDLC"
"xvi, 128 hal.; 28 cm.","Surya Imansyah,Arini",Bandwidth management dengan menggunakan mikrotik router OS. pada RTRW-Net: studi kasus RT.005 RW.04 Kelurahan Srengseng Sawah Kecamatan Jagakarsa kotamadya Jakarta Selatan,"/dspace/browse?type=author&value=Surya+Imansyah,/dspace/browse?type=author&value=Arini,http://repository.uinjkt.ac.id/dspace/handle/123456789/21603,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","RT/RW-net, MikroTik, bandwidth management, Simple Queue, Queue Tree, PCQ, HTB"
"xiii, 96 hal.; ilus.; 28 cm.","Wahyudianto,Viva Arifin",Pengembangan sistem alur kerja (workflow) dokumen prosedur pengajuan proposal skripsi dengan alfresco enterprise content management: studi kasus program studi teknik informatika UIN Jakarta,"/dspace/browse?type=author&value=Wahyudianto,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/21567,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","Alfresco, workflow, dokumen, proses, model."
iv.; 110 hal.; 28 cm.,"Arief Ardi Yuanda,Yusuf Durrachman",Implementasi algoritma programming pada aplikasi perhitungan biaya produksi produk percetakan berbasis web,"/dspace/browse?type=author&value=Arief+Ardi+Yuanda,/dspace/browse?type=author&value=Yusuf+Durrachman,http://repository.uinjkt.ac.id/dspace/handle/123456789/21149,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","0 1 knapsack, dynamic programming, Biaya Produksi."
"xviii,216 hal.; 28 cm.","Tommy Akbar Nugraha,Bakri La Katjong",Sistem informasi monitoring korosi pipa minyak berbasis web: studi kasus stasiun Rawa - PT.Conocophilips Indonesia Inc.Ltd,"/dspace/browse?type=author&value=Tommy+Akbar+Nugraha,/dspace/browse?type=author&value=Bakri+La+Katjong,http://repository.uinjkt.ac.id/dspace/handle/123456789/21515,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","Korosi, SDLC, Web Base, XAMPP"
"i, 185 p.; 28 cm.","Rusdiantoro,Yusuf Durrachman",Pembuatan aplikasi penyebaran informasi berbasis Short Message Service (SMS) di lingkungan program studi TI,"/dspace/browse?type=author&value=Rusdiantoro,/dspace/browse?type=author&value=Yusuf+Durrachman,http://repository.uinjkt.ac.id/dspace/handle/123456789/21162,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","Short Message Service, Program Studi Teknik Informatika, Informasi"
"v, 141 hal.; 28 cm.","Agus Heryanto,Ayat Rahayu",Aplikasi pelayanan puskesmas berbasis WEB : studi kasus puskesmas Kec. Maja,"/dspace/browse?type=author&value=Agus+Heryanto,/dspace/browse?type=author&value=Ayat+Rahayu,http://repository.uinjkt.ac.id/dspace/handle/123456789/21272,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","pelayanan puskesmas, web, php, apache, mysql."
"i, 115 hal.; 28 cm.","Zaki Mubarok,Rizal Bahaweres",Sistem informasi spasial potensi perikanan Kabupaten Cirebon berbasis Web,"/dspace/browse?type=author&value=Zaki+Mubarok,/dspace/browse?type=author&value=Rizal+Bahaweres,http://repository.uinjkt.ac.id/dspace/handle/123456789/21270,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","Potensi Perikanan, spasial, web"
"xxv, 111 hal.; 28 cm.","Dimas Satya Wicaksono,Arini",Monitoring Quality of Service (QoS) pada Voice over Internet Protocol (VoIP) antara Public Switched Telephone Network (PSTN) dengan Personal Computer (PC),"/dspace/browse?type=author&value=Dimas+Satya+Wicaksono,/dspace/browse?type=author&value=Arini,http://repository.uinjkt.ac.id/dspace/handle/123456789/21116,/dspace/handle/123456789/160",Uin Syarif Hidayatullah.Fakultas Sains Dan Teknologi,"packet, delay, jitter, voip, pstn, qos"
iv: 91 hal.; 24 cm.,"Adi Sofiyan Octananda,Arini",Perancangan aplikasi pencarian khasiat tanaman obat interaktif berbasis mobile,"/dspace/browse?type=author&value=Adi+Sofiyan+Octananda,/dspace/browse?type=author&value=Arini,http://repository.uinjkt.ac.id/dspace/handle/123456789/21425,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","Pencarian, khasiat tanaman obat, interaktif, mobil"
"xvi, 129 hal.; 28 cm.","Ahmad Rifki,Heri Satria",Analisis keamanan dan vulnerabilitas jaringan komputer menggunakan metode remote auditing berbasis open source,"/dspace/browse?type=author&value=Ahmad+Rifki,/dspace/browse?type=author&value=Heri+Satria,http://repository.uinjkt.ac.id/dspace/handle/123456789/20939,/dspace/handle/123456789/160","Uin Syarif Hidayatullah Jakarta, Fakultas Sains Dan Teknologi","open-source, keamanan jaringan, sara, nmap, vulnerabilitas"
ii.; 105 hal.; 28 cm.,"Nur Munzilah,Herlino Nanang",Perancangan sistem informasi FORKI (Federasi Olahraga Karate-Do Indoenesia) DKI Jakarta berbasis web,"/dspace/browse?type=author&value=Nur+Munzilah,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/20993,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","Sistem Informasi, Karate, Terstruktur, Web"
"xxii,  163 hal.; 28 cm.","Rindy,Viva Arifin",Implementasi internet protocol privat branch exchange dengan menggunakan session intiation protocol sebagai media telekomunikasi : studi kasus PT. Transnetwork Communication Asia,"/dspace/browse?type=author&value=Rindy,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/21338,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010","PBX, IPPBX, VoIP, komunikasi."
